subject_id,condition,key_sentence,resp_sentence,total_cont_words,sub_cont,DNH_incorrect,add_func,distractor_words,perfect,omit_cont,morph,sub_func,omit_func,DNH_nothing,add_cont,total_errors
10139,1T,the oven is too hot _ ,the oven is _ hot animals ,0,0,0,0,0,0,1,0,0,0,0,1,2
10139,SSN,they are riding their bicycles ,they are riding their bicycles ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,1T,_ _ _ _ _ _ the driver started the engine ,breakfast we drink some orange juice the driver started _ _ ,0,0,0,2,0,0,1,0,0,1,0,4,8
10139,1T_tr,they had two empty bottles ,they had two empty bottles ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,1T_tr,the fruit is on the ground ,the fruit is on the ground ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,1T,_ _ _ _ _ _ _ they walked across the grass _ _ _ ,the team was trained by the coach they walked across the grass a racecar can ,0,0,0,5,0,0,0,0,0,0,0,5,10
10139,1T_tr,the orange was very sweet ,_ scares me _ _ ,0,0,1,0,0,0,0,0,0,0,0,0,-1
10139,SSN,he broke his leg ,he broke his leg ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,SSN,the kitchen clock was wrong ,_ kitchen clock is wrong ,0,0,0,0,0,0,0,1,0,1,0,0,2
10139,SSN,the dog jumped on the chair ,the dog jumped on the chair ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,SSN,the mailman brought a letter ,the mailman brought _ _ ,0,0,0,0,0,0,1,0,0,1,0,0,2
10139,SSN,someone is crossing the road ,someones _ cross _ _ ,0,0,1,0,0,0,0,0,0,0,0,0,-1
10139,SSN,the buckets _ hold water ,the buckets full of water ,0,0,0,1,0,0,1,0,0,0,0,1,3
10139,SSN,the ground was very hard ,the ground was very hard ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,1T_tr,the children dropped the bag ,the children dropped the bag ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,1T_tr,he is holding his nose ,_ _ _ _ _ ,0,0,0,0,0,0,0,0,0,0,1,0,-1
10139,1T_tr,the young people are dancing ,the young people are dancing ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,1T_tr,the new road is on the map ,_ _ _ _ _ _ map ,0,0,0,0,0,0,3,0,0,3,0,0,6
10139,SSN,they followed the path ,we follow the path ,0,0,0,0,0,0,0,1,1,0,0,0,2
10139,1T_tr,father forgot the bread ,father forgot the bread ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,1T,the boy hurried to school _ _ _ _ _ _ _ ,the boys go to school the plants are full of green leaves ,0,1,0,2,0,0,0,1,0,0,0,5,9
10139,1T_tr,the girl has a picture book ,the girl has a picture book ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,1T,_ _ _ _ _ _ the train stops at the station ,sister and i are a family the train _ _ the team ,0,1,0,2,0,0,1,0,0,1,0,4,9
10139,1T,_ the raincoat is hanging up ,around their necks my _ parents ,2,0,1,0,2,0,0,0,0,0,0,0,-1
10139,1T,_ _ _ mother tied the string ,elephants are big animals tied the string ,0,1,0,0,0,0,0,0,0,0,0,3,4
10139,1T_tr,the floor looked clean _ ,the floor looked clean rocks ,0,0,0,0,0,0,0,0,0,0,0,1,1
10139,1T_tr,the ball is bouncing very high ,the ball was bouncing very high ,0,0,0,0,0,0,0,1,0,0,0,0,1
10139,1T,a man is turning the faucet _ _ _ _ _ ,a man is turning the faucet birds build nests in trees ,0,0,0,1,0,0,0,0,0,0,0,4,5
10139,1T_tr,they washed in cold water ,they washed in cold water ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,SSN,the chicken laid some eggs ,the chicken laid some eggs ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,1T,_ _ _ _ _ _ _ _ _ _ _ the football hit the goalpost ,his mother and father he made the bed with clean sheets the football hit the goalpost ,0,0,0,5,0,0,0,0,0,0,0,6,11
10139,1T_tr,mother got a saucepan ,mother got a saucepan ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,1T,_ the tiny _ _ baby was pretty ,juice the ticking of the clock was pretty ,0,2,0,2,0,0,0,0,0,0,0,1,5
10139,1T,_ _ _ _ _ _ the puppy plays with a ball ,all quarters are twenty five cen the puppy plays with the ball ,0,0,0,1,0,0,0,0,1,0,0,5,7
10139,1T,_ _ _ _ _ _ _ _ _ some nice people are coming ,sister and i was family the team was trai some nice people was coming ,0,0,0,2,0,0,0,1,0,0,0,7,10
10139,SSN,the shirts are hanging in the closet ,the shirts are hanging _ _ _ ,0,0,0,0,0,0,1,0,0,2,0,0,3
10139,1T,_ _ _ _ _ _ _ _ _ _ he is sucking his thumb ,the first day of the week he washed his hands he is sucking his thumb ,0,0,0,5,0,0,0,0,0,0,0,5,10
10139,1T,_ _ _ _ _ she bumped her head ,very fast people wear shoes she bumped her head ,0,0,0,0,0,0,0,0,0,0,0,5,5
10139,1T_tr,the dog came back ,the dog came back ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,SSN,the janitor used a broom ,_ _ _ _ _ ,0,0,0,0,0,0,0,0,0,0,1,0,-1
10139,SSN,the good boy is helping ,the good boy is helping ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,SSN,they sat on a wooden bench ,they sat on a wooden bench ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,SSN,a dish towel is by the sink ,the dish towel is by the sink ,0,0,0,0,0,0,0,0,1,0,0,0,1
10139,1T,_ _ _ _ they met some friends ,elephants are big analtimals we met some friends ,0,0,0,0,0,0,0,0,1,0,0,4,5
10139,1T,_ the daughter set the table ,a racecar can go very fast ,4,0,1,0,3,0,0,0,0,0,0,0,-1
10139,1T_tr,she found her purse ,she found her purse ,0,0,0,0,0,1,0,0,0,0,0,0,0
10139,SSN,the milk was by the front door ,the milk is by the front door ,0,0,0,0,0,0,0,1,0,0,0,0,1
10139,1T_tr,the bus left early ,the bus left early ,0,0,0,0,0,1,0,0,0,0,0,0,0
